100	9546	286.38
101	13313	399.39
102	11737	352.11
103	13671	410.13
105	3939	118.17
107	8611	258.33
108	5720	171.6
109	10543	316.28999999999996
110	9044	271.32
112	4613	138.39
115	5981	179.43
116	3304	99.11999999999999
118	5399	161.97
122	4602	138.06
124	2762	82.86
126	13784	413.52
128	7649	229.47
129	6556	196.68
130	8126	243.78
131	8802	264.06
132	4257	127.71
133	4304	129.12
136	7718	231.54
138	4843	145.29
140	7581	227.42999999999998
142	7242	217.26
144	3034	91.02
146	5151	154.53
148	3464	103.92
149	13118	393.53999999999996
150	10496	314.88
152	10658	319.74
155	2677	80.31
157	2946	88.38
158	7843	235.29
159	4548	136.44
160	6616	198.48
161	3839	115.17
164	7906	237.17999999999998
172	6055	181.65
173	4544	136.32
174	4285	128.54999999999998
177	3372	101.16
178	556	16.68
179	14903	447.09
184	6898	206.94
188	11595	347.84999999999997
191	8441	253.23
195	5994	179.82
199	8550	256.5
200	6319	189.57
201	4354	130.62
203	4372	131.16
204	4915	147.45
205	7266	217.98
208	8456	253.67999999999998
209	2860	85.8
213	3737	112.11
214	3302	99.06
215	9365	280.95
216	3299	98.97
217	5568	167.04
218	464	13.92
222	4412	132.35999999999999
223	3527	105.81
224	4821	144.63
226	6995	209.85
227	8363	250.89
228	2803	84.09
232	6834	205.01999999999998
234	3316	99.47999999999999
236	11967	359.01
240	6290	188.7
242	8583	257.49
244	6074	182.22
245	3624	108.72
249	10913	327.39
251	4529	135.87
252	7750	232.5
254	6562	196.85999999999999
259	7898	236.94
261	6883	206.48999999999998
263	5105	153.15
265	7256	217.67999999999998
268	4551	136.53
270	5762	172.85999999999999
272	8385	251.54999999999998
275	7441	223.23
276	5942	178.26
277	6707	201.20999999999998
278	5759	172.76999999999998
279	3786	113.58
280	4467	134.01
283	5452	163.56
286	11048	331.44
287	10369	311.07
289	8006	240.17999999999998
290	5378	161.34
291	5247	157.41
292	4961	148.82999999999998
296	4207	126.21
299	3615	108.45
300	4158	124.74
301	8829	264.87
303	9542	286.26
304	11808	354.24
306	7133	213.98999999999998
307	10692	320.76
311	3374	101.22
312	5425	162.75
313	5819	174.57
316	9985	299.55
318	5736	172.07999999999998
321	6248	187.44
322	5865	175.95
324	5113	153.39
327	8500	255.0
328	6848	205.44
330	2943	88.28999999999999
331	7111	213.32999999999998
332	10263	307.89
337	6078	182.34
339	4828	144.84
340	4241	127.22999999999999
342	3156	94.67999999999999
351	13736	412.08
353	4524	135.72
354	2594	77.82
355	5401	162.03
356	8786	263.58
359	2772	83.16
361	5041	151.23
363	10587	317.61
365	6845	205.35
367	6644	199.32
369	4939	148.17
370	6990	209.7
371	9072	272.15999999999997
376	6785	203.54999999999998
378	9276	278.28
380	10631	318.93
381	2995	89.85
382	11170	335.09999999999997
384	6167	185.01
385	3269	98.07
386	7882	236.45999999999998
387	2420	72.6
388	10035	301.05
389	3967	119.00999999999999
391	3550	106.5
392	12048	361.44
394	7498	224.94
395	4950	148.5
396	6676	200.28
397	10346	310.38
398	7607	228.20999999999998
400	3095	92.85
402	8189	245.67
405	5548	166.44
407	9807	294.21
408	6093	182.79
410	8821	264.63
411	7801	234.03
412	6051	181.53
413	2536	76.08
415	6671	200.13
416	8029	240.87
418	5707	171.20999999999998
420	9070	272.09999999999997
421	3883	116.49
422	10372	311.15999999999997
424	6623	198.69
426	5600	168.0
427	4279	128.37
431	4104	123.11999999999999
432	6290	188.7
433	6047	181.41
434	11008	330.24
435	5364	160.92
438	7804	234.12
442	5423	162.69
443	1507	45.21
444	10432	312.96
445	5293	158.79
446	4884	146.51999999999998
447	9448	283.44
450	2804	84.11999999999999
451	7955	238.64999999999998
452	4885	146.54999999999998
453	6097	182.91
454	6949	208.47
455	6990	209.7
463	11929	357.87
464	6463	193.89
465	8719	261.57
467	4019	120.57
469	7049	211.47
471	6642	199.26
473	2534	76.02
475	3242	97.25999999999999
478	6380	191.4
479	10512	315.36
481	11861	355.83
483	7084	212.51999999999998
484	8083	242.48999999999998
485	8406	252.17999999999998
486	2447	73.41
487	9436	283.08
488	6520	195.6
489	8419	252.57
490	6749	202.47
492	2045	61.349999999999994
494	7964	238.92
499	6808	204.23999999999998
500	4631	138.93
502	6209	186.26999999999998
506	6841	205.23
508	5112	153.35999999999999
510	15228	456.84
511	4334	130.01999999999998
512	6006	180.18
513	11639	349.16999999999996
515	9227	276.81
516	8135	244.04999999999998
520	5910	177.29999999999998
525	9330	279.9
528	3320	99.6
529	6523	195.69
531	9192	275.76
532	3303	99.09
538	4848	145.44
540	10824	324.71999999999997
543	6357	190.70999999999998
546	2688	80.64
549	6145	184.35
554	6514	195.42
555	8243	247.29
556	2793	83.78999999999999
558	6843	205.29
563	7615	228.45
565	2876	86.28
566	2591	77.73
567	6917	207.51
568	2754	82.61999999999999
569	3295	98.85
571	4008	120.24
572	9497	284.90999999999997
575	5793	173.79
578	6483	194.48999999999998
582	9209	276.27
583	6249	187.47
584	6191	185.73
585	7904	237.12
588	8873	266.19
590	8435	253.04999999999998
591	3566	106.97999999999999
597	7514	225.42
599	7563	226.89
600	6501	195.03
601	7043	211.29
602	3101	93.03
603	11873	356.19
604	11708	351.24
605	11199	335.96999999999997
606	8356	250.67999999999998
607	3286	98.58
610	7171	215.13
614	8403	252.09
616	7722	231.66
618	3629	108.86999999999999
619	4464	133.92
621	10139	304.17
622	15602	468.06
624	4696	140.88
627	9265	277.95
628	3642	109.25999999999999
630	5928	177.84
631	9728	291.84
632	8758	262.74
635	9482	284.46
638	5110	153.29999999999998
640	10448	313.44
641	3773	113.19
643	10096	302.88
644	8083	242.48999999999998
647	7334	220.01999999999998
648	4653	139.59
651	10219	306.57
652	5583	167.48999999999998
655	8802	264.06
657	3683	110.49
659	8957	268.71
660	8153	244.59
661	1327	39.809999999999995
662	4668	140.04
663	8228	246.84
664	8471	254.13
665	5277	158.31
666	10159	304.77
667	5117	153.51
668	4508	135.24
670	7878	236.34
671	9145	274.34999999999997
673	2907	87.21
674	3572	107.16
682	8306	249.17999999999998
684	6351	190.53
687	5423	162.69
691	3335	100.05
696	8852	265.56
698	4080	122.39999999999999
699	8242	247.26
700	13520	405.59999999999997
701	7771	233.13
703	6726	201.78
704	8375	251.25
705	3661	109.83
706	10927	327.81
711	3174	95.22
712	8732	261.96
713	6647	199.41
714	4933	147.98999999999998
715	3386	101.58
716	7985	239.54999999999998
720	5850	175.5
722	4112	123.36
726	5004	150.12
728	4217	126.50999999999999
730	6343	190.29
731	8441	253.23
732	10204	306.12
734	5003	150.09
739	4847	145.41
741	12322	369.65999999999997
742	4261	127.83
744	10079	302.37
745	4559	136.76999999999998
747	4000	120.0
750	4377	131.31
751	4756	142.68
754	6924	207.72
756	8774	263.21999999999997
758	4324	129.72
760	5636	169.07999999999998
761	8836	265.08
763	8952	268.56
765	2395	71.85
768	1584	47.519999999999996
769	2983	89.49
770	7893	236.79
773	7113	213.39
775	5536	166.07999999999998
778	5807	174.20999999999998
779	12547	376.40999999999997
780	2948	88.44
781	3728	111.83999999999999
783	7504	225.12
785	8117	243.51
786	1632	48.96
789	2990	89.7
790	2601	78.03
791	1371	41.129999999999995
792	9284	278.52
795	6143	184.29
796	6138	184.14
798	3577	107.31
799	5272	158.16
800	7213	216.39
801	11320	339.59999999999997
802	1241	37.23
805	7601	228.03
806	4512	135.35999999999999
809	9803	294.09
810	9784	293.52
811	11798	353.94
812	11602	348.06
813	8101	243.03
814	6502	195.06
815	6606	198.18
817	5175	155.25
818	4833	144.98999999999998
819	12712	381.36
820	5054	151.62
821	7381	221.42999999999998
822	9040	271.2
832	8393	251.79
836	5359	160.76999999999998
837	6226	186.78
839	9891	296.72999999999996
840	10270	308.09999999999997
842	1988	59.64
843	5830	174.9
845	4743	142.29
846	7032	210.95999999999998
848	7801	234.03
851	4717	141.51
852	7990	239.7
854	6447	193.41
855	6709	201.26999999999998
857	7032	210.95999999999998
858	2787	83.61
859	6777	203.31
861	7443	223.29
862	7665	229.95
870	4396	131.88
872	5882	176.45999999999998
873	6222	186.66
874	7527	225.81
880	11225	336.75
881	4127	123.81
884	4100	123.0
887	2960	88.8
888	6121	183.63
895	6520	195.6
897	10982	329.46
898	4221	126.63
901	3012	90.36
902	5313	159.39
914	5814	174.42
915	9754	292.62
917	5529	165.87
920	3998	119.94
922	4286	128.57999999999998
923	3778	113.33999999999999
924	2524	75.72
926	2510	75.3
929	8265	247.95
932	4441	133.23
933	4305	129.15
934	8346	250.38
936	4260	127.8
939	11584	347.52
941	10175	305.25
943	9137	274.11
944	7425	222.75
948	5234	157.01999999999998
949	6526	195.78
950	9013	270.39
951	5254	157.62
952	5493	164.79
953	6331	189.93
958	5911	177.32999999999998
959	5347	160.41
960	12321	369.63
961	10319	309.57
962	12359	370.77
963	2579	77.36999999999999
964	3565	106.95
965	6475	194.25
967	10142	304.26
972	8155	244.64999999999998
974	5344	160.32
975	3937	118.11
976	6389	191.67
978	4889	146.67
980	4267	128.01
981	7402	222.06
986	8280	248.39999999999998
987	6561	196.82999999999998
988	7054	211.62
990	5964	178.92
993	6986	209.57999999999998
995	5897	176.91
996	9901	297.03
997	5090	152.7
998	12788	383.64
999	6891	206.73
1001	5486	164.57999999999998
1002	12710	381.3
1003	7705	231.14999999999998
1004	6375	191.25
1007	6148	184.44
1008	9938	298.14
1009	3536	106.08
1010	4002	120.06
1011	10151	304.53
1012	7914	237.42
1013	7822	234.66
1014	5648	169.44
1015	10276	308.28
1016	15127	453.81
1021	3953	118.58999999999999
1022	6393	191.79
1023	7150	214.5
1024	10361	310.83
1025	7681	230.42999999999998
1029	7397	221.91
1030	9430	282.9
1032	3438	103.14
1035	3838	115.14
1036	4143	124.28999999999999
1037	2067	62.01
1040	4601	138.03
1043	3635	109.05
1044	2768	83.03999999999999
1047	4883	146.48999999999998
1048	8420	252.6
